Inkomsttyp;Inkomsttypsnamn;Inkomsthuvudgrupp;Inkomsthuvudgruppsnamn;Inkomsttitelgrupp;Inkomsttitelgruppsnamn;Inkomsttitel;Inkomsttitelsnamn;År;Statens budget;Utfall;Inkomsttyp utfallsår;Inkomsttypsnamn utfallsår;Inkomsthuvudgrupp utfallsår;Inkomsthuvudgruppsnamn utfallsår;Inkomsttitelgrupp utfallsår;Inkomsttitelgruppsnamn utfallsår;Inkomsttitel utfallsår;Inkomsttitelsnamn utfallsår
5000;Kalkylmässiga inkomster;5100;Avskrivningar och amorteringar;5120;Avskrivningar på fastigheter;5121;Amortering på statskapital;2006;530;517,870153;5000;Kalkylmässiga inkomster;5100;Avskrivningar och amorteringar;5120;Avskrivningar på fastigheter;5121;Amortering på statskapital
5000;Kalkylmässiga inkomster;5100;Avskrivningar och amorteringar;5130;Uppdragsmyndigheters komplementkostnader;5131;Uppdragsmyndigheters m.fl. komplementkostnader;2006;4,4;4,256;5000;Kalkylmässiga inkomster;5100;Avskrivningar och amorteringar;5130;Uppdragsmyndigheters komplementkostnader;5131;Uppdragsmyndigheters m.fl. komplementkostnader
5000;Kalkylmässiga inkomster;5200;Statliga pensionsavgifter;5210;Statliga pensionsavgifter;5211;Statliga pensionsavgifter;2006;6540;7240,63236551;5000;Kalkylmässiga inkomster;5200;Statliga pensionsavgifter;5210;Statliga pensionsavgifter;5211;Statliga pensionsavgifter
6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6110;Bidrag från Europeiska garantifonden för jordbruket;6111;Gårdsstöd;2006;5001,531;5468,97866165;6000;Bidrag m.m. från EU;6100;Bidrag från EG:s jordbruksfond;6110;Bidrag från EG:s jordbruksfonds garantisektion;6111;Gårdsstöd
6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6110;Bidrag från Europeiska garantifonden för jordbruket;6112;Kompletterande åtgärder perioden 1995-1999;2006;1;1,8382512;6000;Bidrag m.m. från EU;6100;Bidrag från EG:s jordbruksfond;6110;Bidrag från EG:s jordbruksfonds garantisektion;6112;Kompletterande åtgärder perioden 1995-1999
6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6110;Bidrag från Europeiska garantifonden för jordbruket;6113;Övriga interventioner;2006;293,654;162,34406903;6000;Bidrag m.m. från EU;6100;Bidrag från EG:s jordbruksfond;6110;Bidrag från EG:s jordbruksfonds garantisektion;6113;Övriga interventioner
6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6110;Bidrag från Europeiska garantifonden för jordbruket;6114;Exportbidrag;2006;682,392;599,54606385;6000;Bidrag m.m. från EU;6100;Bidrag från EG:s jordbruksfond;6110;Bidrag från EG:s jordbruksfonds garantisektion;6114;Exportbidrag
6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6110;Bidrag från Europeiska garantifonden för jordbruket;6115;Djurbidrag;2006;1214,924;736,90275334;6000;Bidrag m.m. från EU;6100;Bidrag från EG:s jordbruksfond;6110;Bidrag från EG:s jordbruksfonds garantisektion;6115;Djurbidrag
6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6110;Bidrag från Europeiska garantifonden för jordbruket;6116;Offentlig lagring;2006;150;71,87061139;6000;Bidrag m.m. från EU;6100;Bidrag från EG:s jordbruksfond;6110;Bidrag från EG:s jordbruksfonds garantisektion;6116;Offentlig lagring
6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6110;Bidrag från Europeiska garantifonden för jordbruket;6117;Miljö-, struktur- och regionala åtgärder perioden 2000-2006;2006;2125,939;1531,02244087;6000;Bidrag m.m. från EU;6100;Bidrag från EG:s jordbruksfond;6110;Bidrag från EG:s jordbruksfonds garantisektion;6117;Miljö-, struktur- och regionala åtgärder perioden 2000-2006
6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6110;Bidrag från Europeiska garantifonden för jordbruket;6119;Övriga bidrag från Europeiska garantifonden för jordbruket;2006;6;119,05752377;6000;Bidrag m.m. från EU;6100;Bidrag från EG:s jordbruksfond;6110;Bidrag från EG:s jordbruksfonds garantisektion;6119;Övriga bidrag från EG:s jordbruksfonds garantisektion
6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6120;Bidrag från EU till landsbygdsutvecklingen;6121;Europeiska utvecklings- och garantifonden - utvecklingssektionen 1995 -1999;2006;0;;6000;Bidrag m.m. från EU;6100;Bidrag från EG:s jordbruksfond;6120;Bidrag från EG:s jordbruksfonds utvecklingssektion;6121;EG-finansierade struktur- och regionalstöd till jordbrukssektorn m.m 1995-1999
6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6120;Bidrag från EU till landsbygdsutvecklingen;6122;Europeiska utvecklings- och garantifonden - utvecklingssektionen 2000 - 2006;2006;190;198,19569119;6000;Bidrag m.m. från EU;6100;Bidrag från EG:s jordbruksfond;6120;Bidrag från EG:s jordbruksfonds utvecklingssektion;6122;EG-finansierad struktur- och regionalstöd till jordbrukssektorn m.m. 2000-2006
6000;Bidrag m.m. från EU;6200;Bidrag från EU till fiskenäringen;;;6211;Bidrag från Fonden för fiskets utveckling 1995 -1999;2006;0;-1,45383281;6000;Bidrag m.m. från EU;6200;Bidrag från EG:s fiskefond;6210;Bidrag från EG:s fiskefond;6211;Bidrag från EG:s fiskefond perioden 1995-1999
6000;Bidrag m.m. från EU;6200;Bidrag från EU till fiskenäringen;;;6212;Bidrag från Fonden för fiskets utveckling 2000 - 2006;2006;63,855;77,17372127;6000;Bidrag m.m. från EU;6200;Bidrag från EG:s fiskefond;6210;Bidrag från EG:s fiskefond;6212;Bidrag från EG:s fiskefond perioden 2000-2006
6000;Bidrag m.m. från EU;6300;Bidrag från Europeiska regionala utvecklingsfonden;;;6311;Bidrag från Europeiska regionala utvecklingsfonden 1995 -1999;2006;0;;6000;Bidrag m.m. från EU;6300;Bidrag från EG:s regionalfond;6310;Bidrag från EG:s regionalfond;6311;Bidrag från EG:s regionalfond perioden 1995-1999
6000;Bidrag m.m. från EU;6300;Bidrag från Europeiska regionala utvecklingsfonden;;;6312;Bidrag från Europeiska regionala utvecklingsfonden 2000 - 2006;2006;1255,167;1212,03210441;6000;Bidrag m.m. från EU;6300;Bidrag från EG:s regionalfond;6310;Bidrag från EG:s regionalfond;6312;Bidrag från EG:s regionalfond perioden 2000-2006
6000;Bidrag m.m. från EU;6400;Bidrag från Europeiska socialfonden;;;6411;Bidrag från Europeiska socialfonden 1995 -1999;2006;0;;6000;Bidrag m.m. från EU;6400;Bidrag från EG:s socialfond;6410;Bidrag från EG:s socialfond;6411;Bidrag från EG:s socialfond perioden 1995-1999
6000;Bidrag m.m. från EU;6400;Bidrag från Europeiska socialfonden;;;6412;Bidrag från Europeiska socialfonden 2000-2006;2006;1553,632;1270,59920593;6000;Bidrag m.m. från EU;6400;Bidrag från EG:s socialfond;6410;Bidrag från EG:s socialfond;6412;Bidrag från EG:s socialfond perioden 2000-2006
6000;Bidrag m.m. från EU;6500;Bidrag till transeuropeiska nätverk;;;6511;Bidrag till transeuropeiska nätverk;2006;295;193,80668825;6000;Bidrag m.m. från EU;6500;Bidrag till transeuropeiska nätverk;6510;Bidrag till transeuropeiska nätverk;6511;Bidrag till transeuropeiska nätverk
6000;Bidrag m.m. från EU;6900;Övriga bidrag från EU;;;6911;Övriga bidrag från EU;2006;12;799,0127225;6000;Bidrag m.m. från EU;6900;Övriga bidrag från EG;6910;Övriga bidrag från EG;6911;Övriga bidrag från EG
7000;Avräkningar m.m. i anslutning till skattesystemet;7100;Tillkommande skatter;7110;EU-skatter;7111;Momsbaserad EU-avgift;2006;3741,9882682;4227,19846402;1000;Skatter m.m.;1700;Tillkommande skatter;1710;EU-skatter;1711;Momsbaserad EU-avgift
7000;Avräkningar m.m. i anslutning till skattesystemet;7100;Tillkommande skatter;7110;EU-skatter;7112;Tullmedel;2006;4342,9707598;4691,01048884;1000;Skatter m.m.;1700;Tillkommande skatter;1710;EU-skatter;1712;Tullmedel
7000;Avräkningar m.m. i anslutning till skattesystemet;7100;Tillkommande skatter;7110;EU-skatter;7113;Jordbrukstullar och sockeravgifter;2006;343,8127624;228,52364839;1000;Skatter m.m.;1700;Tillkommande skatter;1710;EU-skatter;1713;Jordbrukstullar och sockeravgifter
7000;Avräkningar m.m. i anslutning till skattesystemet;7100;Tillkommande skatter;7120;Kommunala utjämningsavgifter;7121;Utjämningsavgift för LSS-kostnader;2006;1767,15;1791,542582;1000;Skatter m.m.;1700;Tillkommande skatter;1720;Kommunala utjämningsavgifter;1721;Utjämningsavgift för LSS-kostnader
7000;Avräkningar m.m. i anslutning till skattesystemet;7200;Avräkningar;7210;Intäkter som förs till fonder;7211;Intäkter som förs till fonder;2006;-1867,8;-2094,907127;1000;Skatter m.m.;1800;Avräkningar;1810;Intäkter som förs till fonder;1811;Intäkter som förs till fonder
7000;Avräkningar m.m. i anslutning till skattesystemet;7200;Avräkningar;7220;Kompensation för mervärdesskatt;7221;Avräknad mervärdesskatt, statliga myndigheter;2006;-20795,497342;-20395,099399;1000;Skatter m.m.;1800;Avräkningar;1820;Kompensation för mervärdesskatt;1821;Avräknad mervärdesskatt, statliga myndigheter
7000;Avräkningar m.m. i anslutning till skattesystemet;7200;Avräkningar;7220;Kompensation för mervärdesskatt;7222;Kompensation för mervärdesskatt, kommuner;2006;-34574,75;-36631,199615;1000;Skatter m.m.;1800;Avräkningar;1820;Kompensation för mervärdesskatt;1822;Kompensation för mervärdesskatt, kommuner
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8111;Anställningsstöd;2006;-7643;-4813,826964;1000;Skatter m.m.;1800;Avräkningar;1830;Stöd som ges via krediteringar på skattekonto;1831;Anställningsstöd
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8112;Stöd till utbildningsvikariat;2006;-1248;-139,942676;1000;Skatter m.m.;1800;Avräkningar;1830;Stöd som ges via krediteringar på skattekonto;1832;Stöd till utbildningsvikariat
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8113;Stöd till investeringar i källsorteringslokaler;2006;-133;-17,766719;1000;Skatter m.m.;1800;Avräkningar;1830;Stöd som ges via krediteringar på skattekonto;1833;Stöd till investeringar i källsorteringslokaler
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8114;Stöd till bredbandsinstallation;2006;-325;-388,40308;1000;Skatter m.m.;1800;Avräkningar;1830;Stöd som ges via krediteringar på skattekonto;1834;Stöd till bredbandsinstallation
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8115;Stöd för energieffektivisering i lokaler med offentlig verksamhet;2006;-666,6666667;-168,717521;1000;Skatter m.m.;1800;Avräkningar;1830;Stöd som ges via krediteringar på skattekonto;1835;Stöd för energieffektivisering i lokaler med offentlig verksamhet
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8116;Sysselsättningsstöd till kommuner  och landsting;2006;-7000;-6915,396202;1000;Skatter m.m.;1800;Avräkningar;1830;Stöd som ges via krediteringar på skattekonto;1836;Sysselsättningsstöd till kommuner  och landsting
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8117;Stöd till anställning av  långtidssjukskrivna;2006;-24;0;1000;Skatter m.m.;1800;Avräkningar;1830;Stöd som ges via krediteringar på skattekonto;1837;Stöd till anställning av  långtidssjukskrivna
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8118;Stöd till skyddat arbete hos offentlig arbetsgivare;2006;-785;-739,322641;1000;Skatter m.m.;1800;Avräkningar;1830;Stöd som ges via krediteringar på skattekonto;1838;Stöd till skyddat arbete hos offentlig arbetsgivare
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8119;Stöd till utbildning av personal i vård och äldreomsorg;2006;-300;-299,748899;1000;Skatter m.m.;1800;Avräkningar;1830;Stöd som ges via krediteringar på skattekonto;1839;Stöd till utbildning av personal i vård och äldreomsorg
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8121;Stöd för konvertering från direktverkande el;2006;-300;-27,619464;1000;Skatter m.m.;1800;Avräkningar;1830;Stöd som ges via krediteringar på skattekonto;1841;Stöd för konvertering från direktverkande el
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8122;Stöd för konvertering från oljeuppvärmning;2006;-100;-161,454412;1000;Skatter m.m.;1800;Avräkningar;1830;Stöd som ges via krediteringar på skattekonto;1842;Stöd för konvertering från oljeuppvärmning
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1110;Inkomstskatter;1111;Statlig inkomstskatt;2007;45753,32075841;44799,210334;1000;Skatter m.m.;1100;Direkta skatter på arbete;1110;Inkomstskatter;1111;Statlig inkomstskatt
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1110;Inkomstskatter;1115;Kommunal inkomstskatt;2007;473968,0487082;479068,169868;1000;Skatter m.m.;1100;Direkta skatter på arbete;1110;Inkomstskatter;1115;Kommunal inkomstskatt
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1120;Allmän pensionsavgift;1121;Allmän pensionsavgift;2007;79427,12939393;81088,1265;1000;Skatter m.m.;1100;Direkta skatter på arbete;1120;Allmän pensionsavgift;1121;Allmän pensionsavgift
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1130;Artistskatt;1131;Artistskatt;2007;73,093763;86,261288;1000;Skatter m.m.;1100;Direkta skatter på arbete;1130;Artistskatt;1131;Artistskatt
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1141;Allmän pensionsavgift;2007;-79427,12939393;-81060,951641;1000;Skatter m.m.;1100;Direkta skatter på arbete;1140;Skattereduktioner;1141;Allmän pensionsavgift
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1142;Fackföreningsavgift;2007;0;0;1000;Skatter m.m.;1100;Direkta skatter på arbete;1140;Skattereduktioner;1142;Fackföreningsavgift
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1143;Arbetslöshetskassa;2007;0;0;1000;Skatter m.m.;1100;Direkta skatter på arbete;1140;Skattereduktioner;1143;Arbetslöshetskassa
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1144;Fastighetsavgift;2007;-699,492415;-264,287253;1000;Skatter m.m.;1100;Direkta skatter på arbete;1140;Skattereduktioner;1144;Fastighetsskatt
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1145;Förmögenhetsskatt;2007;-43,21263061;0;1000;Skatter m.m.;1100;Direkta skatter på arbete;1140;Skattereduktioner;1145;Förmögenhetsskatt
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1146;Miljöåtgärder;2007;0;0;1000;Skatter m.m.;1100;Direkta skatter på arbete;1140;Skattereduktioner;1146;Miljöåtgärder
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1147;Reparation och ombyggnad;2007;0;0;1000;Skatter m.m.;1100;Direkta skatter på arbete;1140;Skattereduktioner;1147;Reparation och ombyggnad
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1149;Bredband;2007;-40;-30,683034;1000;Skatter m.m.;1100;Direkta skatter på arbete;1140;Skattereduktioner;1149;Bredband
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1151;Sjöinkomst;2007;-78,944553;-77,63689;1000;Skatter m.m.;1100;Direkta skatter på arbete;1140;Skattereduktioner;1151;Sjöinkomst
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1152;Stormskador;2007;0;0;1000;Skatter m.m.;1100;Direkta skatter på arbete;1140;Skattereduktioner;1152;Stormskador
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1153;Jobbskatteavdrag;2007;-39923,23404725;-40475,231184;1000;Skatter m.m.;1100;Direkta skatter på arbete;1140;Skattereduktioner;1153;Jobbavdrag
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1154;Husavdrag;2007;-650;-120,052523;1000;Skatter m.m.;1100;Direkta skatter på arbete;1140;Skattereduktioner;1154;Hemtjänster
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1211;Sjukförsäkringsavgift;2007;101129,57340009;100992,98493478;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1211;Sjukförsäkringsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1212;Föräldraförsäkringsavgift;2007;25397,9402173;25356,04285148;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1212;Föräldraförsäkringsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1213;Arbetsskadeavgift;2007;7832,35875992;7844,3584902;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1213;Arbetsskadeavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1214;Ålderspensionsavgift;2007;118173,73183807;120881,52332045;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1214;Ålderspensionsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1215;Efterlevandepensionsavgift;2007;19580,89689979;19610,61585701;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1215;Efterlevandepensionsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1216;Arbetsmarknadsavgift;2007;43725,00161451;48471,21426811;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1216;Arbetsmarknadsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1217;Allmän löneavgift;2007;50679,96844651;51207,36706995;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1217;Allmän löneavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1218;Ofördelade avgifter;2007;0;144,527773;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1218;Ofördelade avgifter
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1219;Nedsatta avgifter;2007;7530,87556435;7619,81389909;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1219;Nedsatta avgifter
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1220;Särskild sjukförsäkringsavgift;1221;Särskild sjukförsäkringsavgift;2007;0;-13,835228;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1220;Särskild sjukförsäkringsavgift;1221;Särskild sjukförsäkringsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1241;Sjukförsäkringsavgift;2007;3153,75139334;3451,619292;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1240;Egenavgifter;1241;Sjukförsäkringsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1242;Föräldraförsäkringsavgift;2007;798,68732916;857,316994;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1240;Egenavgifter;1242;Föräldraförsäkringsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1243;Arbetsskadeavgift;2007;247,13626821;264,362168;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1240;Egenavgifter;1243;Arbetsskadeavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1244;Ålderspensionsavgift, netto;2007;3766,01186568;4099,745875;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1240;Egenavgifter;1244;Ålderspensionsavgift, netto
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1245;Efterlevandepensionsavgift;2007;616,92635856;661,725202;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1240;Egenavgifter;1245;Efterlevandepensionsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1246;Arbetsmarknadsavgift;2007;693,36390261;743,732737;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1240;Egenavgifter;1246;Arbetsmarknadsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1247;Allmän löneavgift;2007;1662,41800658;1715,845679;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1240;Egenavgifter;1247;Allmän löneavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1248;Ofördelade avgifter;2007;0;0;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1240;Egenavgifter;1248;Ofördelade avgifter
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1260;Avgifter till premiepensionssystemet;1261;Avgifter till premiepensionssystemet;2007;;-23920,22064788;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1260;Avgifter till premiepensionssystemet;1261;Avgifter till premiepensionssystemet
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1271;Pensionskostnader, företag;2007;24279,709968;24123,65041;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1271;Pensionskostnader, företag
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1272;Pensionskostnader, staten;2007;2674,44977653;2908,07172677;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1272;Pensionskostnader, staten
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1273;Förvärvsinkomster;2007;3495,43420035;1863,806015;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1273;Förvärvsinkomster
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1274;Egenföretagare;2007;1599,22298457;1329,587197;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1274;Egenföretagare
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1275;Övrigt;2007;0;0;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1275;Övrigt
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1280;Nedsättningar;1281;Sjöfartsstöd;2007;-1867,47526863;-1772,418629;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1280;Nedsättningar;1281;Sjöfartsstöd
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1280;Nedsättningar;1282;Arbetsgivaravgifter;2007;-7530,87556435;-7619,81389909;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1280;Nedsättningar;1282;Arbetsgivaravgifter
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1280;Nedsättningar;1283;Egenavgifter, generell nedsättning;2007;-690,38153726;-681,217225;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1280;Nedsättningar;1283;Egenavgifter, generell nedsättning
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1280;Nedsättningar;1284;Egenavgifter, regional nedsättning;2007;-83,8835171;-88,410645;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1280;Nedsättningar;1284;Egenavgifter, regional nedsättning
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1280;Nedsättningar;1285;Nystartjobb;2007;-700;-365,536126;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1280;Nedsättningar;1285;Nystartjobb
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1290;Tjänstegruppliv;1291;Tjänstegruppliv;2007;1222,12780599;891,343022;1000;Skatter m.m.;1200;Indirekta skatter på arbete;1290;Tjänstegruppliv;1291;Tjänstegruppliv
1000;Statens skatteinkomster;1300;Skatt på kapital;1310;Skatt på kapital, hushåll;1311;Skatt på kapital;2007;40949,86765711;67957,055293;1000;Skatter m.m.;1300;Skatt på kapital;1310;Skatt på kapital, hushåll;1311;Skatt på kapital
1000;Statens skatteinkomster;1300;Skatt på kapital;1310;Skatt på kapital, hushåll;1312;Skattereduktion kapital;2007;-22502,84291927;-18622,097368;1000;Skatter m.m.;1300;Skatt på kapital;1310;Skatt på kapital, hushåll;1312;Skattereduktion kapital
1000;Statens skatteinkomster;1300;Skatt på kapital;1310;Skatt på kapital, hushåll;1313;Expansionsmedelsskatt;2007;183,90274105;371,751851;1000;Skatter m.m.;1300;Skatt på kapital;1310;Skatt på kapital, hushåll;1313;Expansionsmedelsskatt
1000;Statens skatteinkomster;1300;Skatt på kapital;1310;Skatt på kapital, hushåll;1314;Skattereduktion riskkapital;2007;0;0;1000;Skatter m.m.;1300;Skatt på kapital;1310;Skatt på kapital, hushåll;1314;Skattereduktion riskkapital
1000;Statens skatteinkomster;1300;Skatt på kapital;1320;Skatt på företagsvinster;1321;Skatt på företagsvinster;2007;97146,25612648;104611,650845;1000;Skatter m.m.;1300;Skatt på kapital;1320;Skatt på företagsvinster;1321;Skatt på företagsvinster
1000;Statens skatteinkomster;1300;Skatt på kapital;1320;Skatt på företagsvinster;1322;Skattereduktioner;2007;-10;-10,827253;1000;Skatter m.m.;1300;Skatt på kapital;1320;Skatt på företagsvinster;1322;Skattereduktioner
1000;Statens skatteinkomster;1300;Skatt på kapital;1330;Kupongskatt;1331;Kupongskatt;2007;3083,83108645;6339,861892;1000;Skatter m.m.;1300;Skatt på kapital;1330;Kupongskatt;1331;Kupongskatt
1000;Statens skatteinkomster;1300;Skatt på kapital;1340;Avkastningsskatt;1341;Avkastningsskatt hushåll;2007;133,250572;157,762171;1000;Skatter m.m.;1300;Skatt på kapital;1340;Avkastningsskatt;1341;Avkastningsskatt hushåll
1000;Statens skatteinkomster;1300;Skatt på kapital;1340;Avkastningsskatt;1342;Avkastningsskatt företag;2007;12189,08003447;12319,744532;1000;Skatter m.m.;1300;Skatt på kapital;1340;Avkastningsskatt;1342;Avkastningsskatt företag
1000;Statens skatteinkomster;1300;Skatt på kapital;1340;Avkastningsskatt;1343;Avkastningsskatt på individuellt pensionssparande;2007;219,616436;309,463586;1000;Skatter m.m.;1300;Skatt på kapital;1340;Avkastningsskatt;1343;Avkastningsskatt på individuellt pensionssparande
